question_id,sd,d,a,sa
Q26,13.333333333333334,0.0,33.33333333333333,53.333333333333336
Q27,0.0,33.33333333333333,53.333333333333336,13.333333333333334
Q28,0.0,40.0,33.33333333333333,26.666666666666668
Q29,6.666666666666667,13.333333333333334,33.33333333333333,46.666666666666664
Q30,6.666666666666667,13.333333333333334,53.333333333333336,26.666666666666668
Q31,13.333333333333334,20.0,46.666666666666664,20.0
Q32,13.333333333333334,20.0,26.666666666666668,40.0
Q33,6.666666666666667,6.666666666666667,46.666666666666664,40.0
